doctype,subtype,path,filename,ext
well log,log,\Swallow-1\P00575558\Swallow_1_Intermediate\Suite1_Run1\Client\Swallow-1_S1R1_Hires_PEX_HRLA_DSI_FMI.las,Swallow-1_S1R1_Hires_PEX_HRLA_DSI_FMI.las,las
well log,log,\Clio-3 - S1R2 Dual OBMI-PPC-GR-ECRD Logs\Chevron_Clio_3_WL_S1R2_OBMI_200_Print.PDS,Chevron_Clio_3_WL_S1R2_OBMI_200_Print.PDS,PDS
well log,log,\Clio-3 - S1R2 Dual OBMI-PPC-GR-ECRD Logs\Chevron_Clio_3_WL_S1R2_PPC_Print.PDF,Chevron_Clio_3_WL_S1R2_PPC_Print.PDF,PDF
well log,log,\Clio-3 - S1R2 Dual OBMI-PPC-GR-ECRD Logs\Chevron_Clio_3_WL_S1R2_GPIT_Print.PDS,Chevron_Clio_3_WL_S1R2_GPIT_Print.PDS,PDS
well log,log,\Clio-3 - S1R2 Dual OBMI-PPC-GR-ECRD Logs\Chevron_Clio_3_WL_S1R2_PPC_Print.PDS,Chevron_Clio_3_WL_S1R2_PPC_Print.PDS,PDS
well log,log,\Clio-3 - S1R2 Dual OBMI-PPC-GR-ECRD Logs\Chevron_Clio_3_WL_S1R2_OBMI_40_Print.PDF,Chevron_Clio_3_WL_S1R2_OBMI_40_Print.PDF,PDF
well log,log,\Clio-3 - S1R2 Dual OBMI-PPC-GR-ECRD Logs\Chevron_Clio_3_WL_S1R2_OBMI_40_Print.PDS,Chevron_Clio_3_WL_S1R2_OBMI_40_Print.PDS,PDS
well log,log,\Clio-3 - S1R2 Dual OBMI-PPC-GR-ECRD Logs\Chevron_Clio_3_WL_S1R2_GPIT_Print.PDF,Chevron_Clio_3_WL_S1R2_GPIT_Print.PDF,PDF
well log,log,\Clio-3 - S1R2 Dual OBMI-PPC-GR-ECRD Logs\Chevron_Clio_3_WL_S1R2_OBMI_200_Print.PDF,Chevron_Clio_3_WL_S1R2_OBMI_200_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_DSI_Cased_Hole_Print.PDF,Chevron_Clio_3_WL_S1R1_DSI_Cased_Hole_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_AIT-PEX-HNGS_LQC_Print.PDS,Chevron_Clio_3_WL_S1R1_AIT-PEX-HNGS_LQC_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_DSI_Stonely_Print.PDF,Chevron_Clio_3_WL_S1R1_DSI_Stonely_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_PEX_Std_Res_Print.PDS,Chevron_Clio_3_WL_S1R1_PEX_Std_Res_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_PEX_Caliper_Print.PDS,Chevron_Clio_3_WL_S1R1_PEX_Caliper_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_PEX_High_Res_Print.PDS,Chevron_Clio_3_WL_S1R1_PEX_High_Res_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_HNGS_Yields_Print.PDF,Chevron_Clio_3_WL_S1R1_HNGS_Yields_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_HNGS_Yields_Print.PDS,Chevron_Clio_3_WL_S1R1_HNGS_Yields_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_DSI_Stonely_Print.PDS,Chevron_Clio_3_WL_S1R1_DSI_Stonely_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_DSI_Dipole_Print.PDS,Chevron_Clio_3_WL_S1R1_DSI_Dipole_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_DSI_Monopole_Print.PDF,Chevron_Clio_3_WL_S1R1_DSI_Monopole_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_DSI_Dipole_Print.PDF,Chevron_Clio_3_WL_S1R1_DSI_Dipole_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_PEX_Caliper_Print.PDF,Chevron_Clio_3_WL_S1R1_PEX_Caliper_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_HNGS_Ratios_Print.PDF,Chevron_Clio_3_WL_S1R1_HNGS_Ratios_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_DSI_Monopole_Print.PDS,Chevron_Clio_3_WL_S1R1_DSI_Monopole_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_DSI_Cased_Hole_Print.PDS,Chevron_Clio_3_WL_S1R1_DSI_Cased_Hole_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_AIT-PEX-HNGS_LQC_Print.PDF,Chevron_Clio_3_WL_S1R1_AIT-PEX-HNGS_LQC_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_HNGS_Ratios_Print.PDS,Chevron_Clio_3_WL_S1R1_HNGS_Ratios_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_PPC_Caliper_Print.PDS,Chevron_Clio_3_WL_S1R1_PPC_Caliper_Print.PDS,PDS
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_PEX_Std_Res_Print.PDF,Chevron_Clio_3_WL_S1R1_PEX_Std_Res_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_PEX_High_Res_Print.PDF,Chevron_Clio_3_WL_S1R1_PEX_High_Res_Print.PDF,PDF
well log,log,\Clio-3 - S1R1 AIT-PPC-DSI-PEX-HNGS-ECRD Logs\Chevron_Clio_3_WL_S1R1_PPC_Caliper_Print.PDF,Chevron_Clio_3_WL_S1R1_PPC_Caliper_Print.PDF,PDF
well report,well test,\Clio-3 - S1R3 XPT-CMR-GR-ECRD Log\Chevron_Clio_3_WL_S1R3_XPT_Pretest_Print.PDS,Chevron_Clio_3_WL_S1R3_XPT_Pretest_Print.PDS,PDS
well report,well test,\Clio-3 - S1R3 XPT-CMR-GR-ECRD Log\Chevron_Clio_3_WL_S1R3_XPT_Pretest_Print.PDF,Chevron_Clio_3_WL_S1R3_XPT_Pretest_Print.PDF,PDF
well log,log,\Clio-3 - S1R3 XPT-CMR-GR-ECRD Log\Chevron_Clio_3_WL_S1R3_CMR_Print.PDS,Chevron_Clio_3_WL_S1R3_CMR_Print.PDS,PDS
well log,log,\Clio-3 - S1R3 XPT-CMR-GR-ECRD Log\Chevron_Clio_3_WL_S1R3_CMR_Print.PDF,Chevron_Clio_3_WL_S1R3_CMR_Print.PDF,PDF
well log,log,\Clio-3 - Mudlog Ascii Data\Lithology Symbols.xls,Lithology Symbols.xls,xls
well log,log,\Clio-3 - Mudlog Ascii Data\Clio 3_ Interpreted Lithology_992m-4309m MDRT.csv,Clio 3_ Interpreted Lithology_992m-4309m MDRT.csv,csv
palynology and core data,core,\Clio-3 - Mudlog Ascii Data\Clio 3_ Cutting percentage_992-4309m MDRT.csv,Clio 3_ Cutting percentage_992-4309m MDRT.csv,csv
well log,log,\Clio-3 - Mudlog Ascii Data\Clio 3 Gas Ascii 992-4309m.csv,Clio 3 Gas Ascii 992-4309m.csv,csv
well log,log,\Clio-3 - Mudlog Ascii Data\Clio 3 Gas Ascii 992-4309m.xls,Clio 3 Gas Ascii 992-4309m.xls,xls
well log,log,\Clio-3 - Mudlog Ascii Data\Clio 3_ Interpreted Lithology_992m-4309m MDRT.xls,Clio 3_ Interpreted Lithology_992m-4309m MDRT.xls,xls
palynology and core data,core,\Clio-3 - Mudlog Ascii Data\Clio 3_ Cutting percentage_992-4309m MDRT.xls,Clio 3_ Cutting percentage_992-4309m MDRT.xls,xls
well log,log,\Clio-3 - Mudlog Ascii Data\Clio 3 Drill Ascii 992-4309m.csv,Clio 3 Drill Ascii 992-4309m.csv,csv
well log,log,\Clio-3 - Mudlog Ascii Data\Clio 3 Drill Ascii 992-4309m.xls,Clio 3 Drill Ascii 992-4309m.xls,xls
well log,log,\Clio-3 - MWD Logs\CVX Clio-3 LWD RM GR-RES 500MD 1030m-4309m.pdf,CVX Clio-3 LWD RM GR-RES 500MD 1030m-4309m.pdf,pdf
well log,log,\Clio-3 - MWD Logs\CVX Clio-3 LWD RM GR-RES 1000MD 1030m-4309m.pdf,CVX Clio-3 LWD RM GR-RES 1000MD 1030m-4309m.pdf,pdf
well log,log,\Clio-3 - MWD Logs\CVX Clio-3 LWD RM GR-RES 200MD 1030m-4309m.pdf,CVX Clio-3 LWD RM GR-RES 200MD 1030m-4309m.pdf,pdf
well log,log,\Clio-3 - MWD Logs\CVX Clio-3 LWD RM DMTL Runs 1-5.pdf,CVX Clio-3 LWD RM DMTL Runs 1-5.pdf,pdf
well log,log,\Clio-3 - MWD Logs\CVX Clio-3 LWD RM Run 2 Tech Log.pdf,CVX Clio-3 LWD RM Run 2 Tech Log.pdf,pdf
well log,log,\Clio-3 - MWD Logs\CVX Clio-3 LWD RM DMDL Runs 1-5.pdf,CVX Clio-3 LWD RM DMDL Runs 1-5.pdf,pdf
well log,log,\Clio-3 - MWD Logs\CVX Clio-3 LWD RM Run 4 Tech Log.pdf,CVX Clio-3 LWD RM Run 4 Tech Log.pdf,pdf
well log,log,\Clio-3 - MWD Logs\CVX Clio-3 LWD RM Run 3 Tech Logs.pdf,CVX Clio-3 LWD RM Run 3 Tech Logs.pdf,pdf
well log,log,\Clio-3 - MWD Logs\CVX Clio-3 LWD RM Run 5 Tech Log.pdf,CVX Clio-3 LWD RM Run 5 Tech Log.pdf,pdf
well log,log,\Clio-3 - S1R5 MSCT-GR-ECRD Logs\Chevron_Clio_3_WL_S1R5_MSCT_Print.PDF,Chevron_Clio_3_WL_S1R5_MSCT_Print.PDF,PDF
well log,log,\Clio-3 - S1R5 MSCT-GR-ECRD Logs\Chevron_Clio_3_WL_S1R5_MSCT_Print.PDS,Chevron_Clio_3_WL_S1R5_MSCT_Print.PDS,PDS
well log,log,\Clio-3 - S2R1 USIT-CBL-VDL-GR-ECRD Logs\Chevron_Clio_3_WL_S2R1_CBL_Print.PDF,Chevron_Clio_3_WL_S2R1_CBL_Print.PDF,PDF
well log,log,\Clio-3 - S2R1 USIT-CBL-VDL-GR-ECRD Logs\Chevron_Clio_3_WL_S2R1_USIT-CBL_Print.PDF,Chevron_Clio_3_WL_S2R1_USIT-CBL_Print.PDF,PDF
well log,log,\Clio-3 - S2R1 USIT-CBL-VDL-GR-ECRD Logs\Chevron_Clio_3_WL_S2R1_USIT-CBL_Print.PDS,Chevron_Clio_3_WL_S2R1_USIT-CBL_Print.PDS,PDS
well log,log,\Clio-3 - S2R1 USIT-CBL-VDL-GR-ECRD Logs\Chevron_Clio_3_WL_S2R1_CBL_Print.PDS,Chevron_Clio_3_WL_S2R1_CBL_Print.PDS,PDS
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_QCPlot500_LDP_SLB_Final.PDF,Chevron_Clio3_DSI_BestDT_OH_QCPlot500_LDP_SLB_Final.PDF,PDF
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_SR_Plot20_SLB_Final0.PDF,chevron_clio3_cmr_dmr_SR_Plot20_SLB_Final0.PDF,PDF
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_HR_Plot200_SLB_Final.PDF,chevron_clio3_cmr_dmr_HR_Plot200_SLB_Final.PDF,PDF
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_QCPlot200_MPS_SLB_Final.pds,Chevron_Clio3_DSI_BestDT_OH_QCPlot200_MPS_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_DATA_SLB_Final.las,Chevron_Clio3_DSI_BestDT_OH_DATA_SLB_Final.las,las
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_SR_data_SLB_Final.las,chevron_clio3_cmr_dmr_SR_data_SLB_Final.las,las
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_SR_Plot500_SLB_Final.pds,chevron_clio3_cmr_dmr_SR_Plot500_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_HR_data_SLB_Final.las,chevron_clio3_cmr_dmr_HR_data_SLB_Final.las,las
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_QCPlot200_LDP_SLB_Final.pds,Chevron_Clio3_DSI_BestDT_OH_QCPlot200_LDP_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_Plot500_SLB_Final.PDF,Chevron_Clio3_DSI_BestDT_OH_Plot500_SLB_Final.PDF,PDF
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_Plot500_SLB_Final.pds,Chevron_Clio3_DSI_BestDT_OH_Plot500_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_Plot200_SLB_Final.PDF,Chevron_Clio3_DSI_BestDT_OH_Plot200_SLB_Final.PDF,PDF
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_SR_Plot200_SLB_Final.pds,chevron_clio3_cmr_dmr_SR_Plot200_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_QCPlot200_LDP_SLB_Final.PDF,Chevron_Clio3_DSI_BestDT_OH_QCPlot200_LDP_SLB_Final.PDF,PDF
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_QCPlot500_LDP_SLB_Final.pds,Chevron_Clio3_DSI_BestDT_OH_QCPlot500_LDP_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_QCPlot500_MPS_SLB_Final.pds,Chevron_Clio3_DSI_BestDT_OH_QCPlot500_MPS_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_reprocessed_data_SLB_Final.dlis,chevron_clio3_cmr_reprocessed_data_SLB_Final.dlis,dlis
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_HR_Plot500_SLB_Final.pds,chevron_clio3_cmr_dmr_HR_Plot500_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_SR_Plot500_SLB_Final.PDF,chevron_clio3_cmr_dmr_SR_Plot500_SLB_Final.PDF,PDF
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_Plot200_SLB_Final.pds,Chevron_Clio3_DSI_BestDT_OH_Plot200_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_HR_Plot200_SLB_Final.pds,chevron_clio3_cmr_dmr_HR_Plot200_SLB_Final.pds,pds
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_QCPlot200_MPS_SLB_Final.PDF,Chevron_Clio3_DSI_BestDT_OH_QCPlot200_MPS_SLB_Final.PDF,PDF
well log,log,\Clio-3 - Wireline Logs\chevron_clio3_cmr_dmr_HR_Plot500_SLB_Final.PDF,chevron_clio3_cmr_dmr_HR_Plot500_SLB_Final.PDF,PDF
well log,log,\Clio-3 - Wireline Logs\Chevron_Clio3_DSI_BestDT_OH_QCPlot500_MPS_SLB_Final.PDF,Chevron_Clio3_DSI_BestDT_OH_QCPlot500_MPS_SLB_Final.PDF,PDF
operations and drilling,directional survey,\Clio-3 - Definitive Survey\CVX Clio-3 LWD Definitive Surveys.pdf,CVX Clio-3 LWD Definitive Surveys.pdf,pdf
operations and drilling,directional survey,\Clio-3 - Definitive Survey\CVX Clio-3 LWD Definitive Surveys.xlsx,CVX Clio-3 LWD Definitive Surveys.xlsx,xlsx
well log,log,\Clio-3 - Time Based Logs (Daily) Data\Clio-3 Time Ascii 20 Mar 10.csv,Clio-3 Time Ascii 20 Mar 10.csv,csv
well log,log,\Clio-3 - Time Based Logs (Daily) Data\Clio 3 Time Ascii 28 Mar 10.csv,Clio 3 Time Ascii 28 Mar 10.csv,csv
well log,log,\Clio-3 - Time Based Logs (Daily) Data\Clio-3 Time Ascii 22 Mar 10.csv,Clio-3 Time Ascii 22 Mar 10.csv,csv
well log,log,\Clio-3 - Time Based Logs (Daily) Data\Clio 3 Time Ascii 30 Mar 10.csv,Clio 3 Time Ascii 30 Mar 10.csv,csv
well log,log,\Clio-3 - Time Based Logs (Daily) Data\Clio 3 Time Ascii 29 Mar 10.csv,Clio 3 Time Ascii 29 Mar 10.csv,csv
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_5_.PDS,Chevron_Clio_3_WL_S1R4_DualPackerTest_5_.PDS,PDS
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_1_.PDS,Chevron_Clio_3_WL_S1R4_DualPackerTest_1_.PDS,PDS
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_4_.PDS,Chevron_Clio_3_WL_S1R4_DualPackerTest_4_.PDS,PDS
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_MDT_Sampling_Print.PDS,Chevron_Clio_3_WL_S1R4_MDT_Sampling_Print.PDS,PDS
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_2_.PDS,Chevron_Clio_3_WL_S1R4_DualPackerTest_2_.PDS,PDS
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_3_.PDS,Chevron_Clio_3_WL_S1R4_DualPackerTest_3_.PDS,PDS
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_3_.PDF,Chevron_Clio_3_WL_S1R4_DualPackerTest_3_.PDF,PDF
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_4_.PDF,Chevron_Clio_3_WL_S1R4_DualPackerTest_4_.PDF,PDF
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_5_.PDF,Chevron_Clio_3_WL_S1R4_DualPackerTest_5_.PDF,PDF
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_2_.PDF,Chevron_Clio_3_WL_S1R4_DualPackerTest_2_.PDF,PDF
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_MDT_Sampling_Print.PDF,Chevron_Clio_3_WL_S1R4_MDT_Sampling_Print.PDF,PDF
well report,well test,\Clio-3 - S1R4 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R4_DualPackerTest_1_.PDF,Chevron_Clio_3_WL_S1R4_DualPackerTest_1_.PDF,PDF
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_4.PDF,Chevron_Clio_3_WL_S1R6_DualPackerTest_4.PDF,PDF
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_4.PDS,Chevron_Clio_3_WL_S1R6_DualPackerTest_4.PDS,PDS
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_1.PDS,Chevron_Clio_3_WL_S1R6_DualPackerTest_1.PDS,PDS
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_3.PDF,Chevron_Clio_3_WL_S1R6_DualPackerTest_3.PDF,PDF
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_5.PDS,Chevron_Clio_3_WL_S1R6_DualPackerTest_5.PDS,PDS
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_1.PDF,Chevron_Clio_3_WL_S1R6_DualPackerTest_1.PDF,PDF
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_5.PDF,Chevron_Clio_3_WL_S1R6_DualPackerTest_5.PDF,PDF
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_2.PDF,Chevron_Clio_3_WL_S1R6_DualPackerTest_2.PDF,PDF
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_3.PDS,Chevron_Clio_3_WL_S1R6_DualPackerTest_3.PDS,PDS
well report,well test,\Clio-3 - S1R6 MDT Dual Packer-GR-ECRD Logs\Chevron_Clio_3_WL_S1R6_DualPackerTest_2.PDS,Chevron_Clio_3_WL_S1R6_DualPackerTest_2.PDS,PDS
well log,mudlog,\Clio-3 - Mudlog Plots\Clio 3 DL 992-4309m.pdf,Clio 3 DL 992-4309m.pdf,pdf
well log,mudlog,\Clio-3 - Mudlog Plots\Clio 3 ML 992-4309m.pdf,Clio 3 ML 992-4309m.pdf,pdf
well log,mudlog,\Clio-3 - Mudlog Plots\Clio 3 PL 992-4309m.pdf,Clio 3 PL 992-4309m.pdf,pdf
well log,mudlog,\Clio-3 - Mudlog Plots\Clio 3 GL 992-4309m.pdf,Clio 3 GL 992-4309m.pdf,pdf
well report,well completion report,\Franklin 1\Franklin-1 - WCR Report(Basic).pdf,Franklin-1 - WCR Report(Basic).pdf,pdf
well report,well completion report,\Franklin 1\W20546A4.pdf,W20546A4.pdf,pdf
well log,log,\Franklin 1\W002288_log_data\QA_RAWDATA\franklin_1_res_son.rep,franklin_1_res_son.rep,rep
well log,log,\Franklin 1\W002288_log_data\QA_RAWDATA\franklin_1_msct.dlis,franklin_1_msct.dlis,dlis
well log,log,\Franklin 1\W002288_log_data\QA_RAWDATA\franklin_1_mwd.asc,franklin_1_mwd.asc,asc
well log,log,\Franklin 1\W002288_log_data\QA_RAWDATA\franklin_1_res_son.dlis,franklin_1_res_son.dlis,dlis
well log,log,\Franklin 1\W002288_log_data\QA_RAWDATA\franklin_1_csat.dlis,franklin_1_csat.dlis,dlis
well log,log,\Franklin 1\W002288_log_data\QA_RAWDATA\franklin1log.las,franklin1log.las,las
operations and drilling,directional survey,\Franklin 1\W002288_log_data\QA_RAWDATA\Franklin_1_survey.asc,Franklin_1_survey.asc,asc
well log,log,\Franklin 1\W002288_log_data\QA_RAWDATA\franklin1mwd.lis,franklin1mwd.lis,lis
operations and drilling,seismic,\Fish River 1\I00032518\Encl_4_Fish_River_1_Plot_1_VSP.tif,Encl_4_Fish_River_1_Plot_1_VSP.tif,tif
operations and drilling,seismic,\Fish River 1\I00032518\Encl_4_VSP_Interpretation.pdf,Encl_4_VSP_Interpretation.pdf,pdf
palynology and core data,biostratigraphy,\Fish River 1\I00032518\Encl_4_Fish_River_1_Stratigraphic_Geogram_Plot_3_45Hz.tif,Encl_4_Fish_River_1_Stratigraphic_Geogram_Plot_3_45Hz.tif,tif
palynology and core data,biostratigraphy,\Fish River 1\I00032518\Encl_3_Stratigraphic_Cross_Section.tif,Encl_3_Stratigraphic_Cross_Section.tif,tif
operations and drilling,seismic,\Fish River 1\I00032518\Encl_4_Fish_River_1_Plot_3_VSP.tif,Encl_4_Fish_River_1_Plot_3_VSP.tif,tif
operations and drilling,seismic,\Fish River 1\I00032518\Encl_4_Fish_River_1_Plot_4_VSP.tif,Encl_4_Fish_River_1_Plot_4_VSP.tif,tif
well report,well completion report,\Fish River 1\I00032518\Encl_2_Depth_Structure_Maps.pdf,Encl_2_Depth_Structure_Maps.pdf,pdf
well report,well completion report,\Fish River 1\I00032518\Encl_5_Fish_River_1ST1_Well_Evaluation_Summary.tif,Encl_5_Fish_River_1ST1_Well_Evaluation_Summary.tif,tif
operations and drilling,seismic,\Fish River 1\I00032518\Encl_4_Fish_River_1_Plot_2_VSP.tif,Encl_4_Fish_River_1_Plot_2_VSP.tif,tif
operations and drilling,seismic,\Fish River 1\I00032518\Encl_4_Fish_River_1_Plot_5_VSP.tif,Encl_4_Fish_River_1_Plot_5_VSP.tif,tif
palynology and core data,biostratigraphy,\Fish River 1\I00032518\Encl_4_Fish_River_1_Stratigraphic_Geogram_Plot_1_25Hz.tif,Encl_4_Fish_River_1_Stratigraphic_Geogram_Plot_1_25Hz.tif,tif
palynology and core data,biostratigraphy,\Fish River 1\I00032518\Encl_4_Fish_River_1_Stratigraphic_Geogram_Plot_2_35Hz.tif,Encl_4_Fish_River_1_Stratigraphic_Geogram_Plot_2_35Hz.tif,tif
well report,well completion report,\Fish River 1\I00032518\Encl_1_Fish_River_1_ST1_Composite_Well_Log.tif,Encl_1_Fish_River_1_ST1_Composite_Well_Log.tif,tif
well report,well completion report,\Fish River 1\I00032518\Fish_River_1_1ST1_WCR_Interpretive_I00032518.pdf,Fish_River_1_1ST1_WCR_Interpretive_I00032518.pdf,pdf
well report,well completion report,\Fish River 1\I00032518\Encl_4_Fish_River_1_Drift_Corrected_Sonic_Log.tif,Encl_4_Fish_River_1_Drift_Corrected_Sonic_Log.tif,tif
well log,log,\Fish River 1\P00448575\P00448575_FRMEM1.LAS,P00448575_FRMEM1.LAS,LAS
well log,log,\Fish River 1\P00448575\P00448575_FR1ST1_D.ASC,P00448575_FR1ST1_D.ASC,ASC
well log,log,\Fish River 1\P00448575\P00448575_FR1ST1_1.ASC,P00448575_FR1ST1_1.ASC,ASC
